LFQ intensity 6A_1	LFQ intensity 6A_2	LFQ intensity 6A_3	LFQ intensity 6A_4	LFQ intensity 6A_5	LFQ intensity 6A_6	LFQ intensity 6A_7	LFQ intensity 6A_8	LFQ intensity 6A_9	LFQ intensity 6B_1	LFQ intensity 6B_2	LFQ intensity 6B_3	LFQ intensity 6B_4	LFQ intensity 6B_5	LFQ intensity 6B_6	LFQ intensity 6B_7	LFQ intensity 6B_8	LFQ intensity 6B_9	LFQ intensity 6C_1	LFQ intensity 6C_2	LFQ intensity 6C_3	LFQ intensity 6C_4	LFQ intensity 6C_5	LFQ intensity 6C_6	LFQ intensity 6C_7	LFQ intensity 6C_8	LFQ intensity 6C_9	Peptides	Razor + unique peptides	Unique peptides	Sequence coverage [%]	Unique + razor sequence coverage [%]	Unique sequence coverage [%]	Mol. weight [kDa]	Q-value	Score	Intensity	MS/MS count	Protein IDs	Majority protein IDs	Protein names	Gene names
NaN	NaN	NaN	NaN	NaN	NaN	18.31597	18.63952	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.48152	18.96282	19.11368	NaN	NaN	NaN	NaN	NaN	NaN	18.41605	NaN	19.20617	2	2	2	4.7	4.7	4.7	62.206	0	47.507	5274300	24	P25045	P25045	Serine palmitoyltransferase 1	LCB1
21.97551	21.96399	21.69757	22.62433	22.73738	22.69617	22.56267	22.72939	22.51905	21.61944	22.05242	21.88453	22.43746	22.7432	22.63713	22.62313	22.69192	22.60546	21.83453	22.37263	22.20198	22.65196	22.35837	22.51973	22.39537	22.39929	22.39511	14	14	14	41.5	41.5	41.5	43.43	0	71.662	129720000	168	P25087	P25087	Sterol 24-C-methyltransferase	ERG6
NaN	NaN	NaN	20.85521	20.70877	20.58582	20.51065	21.08089	20.87365	NaN	NaN	NaN	20.34808	20.25822	20.35875	20.53535	20.85308	20.62006	NaN	NaN	NaN	20.23666	20.26499	20.26534	20.31484	21.21395	20.97021	6	6	6	24.2	24.2	24.2	47.884	0	92.869	30301000	57	P25293	P25293	Nucleosome assembly protein	NAP1
20.74156	20.28512	21.18828	22.25782	22.34495	22.24725	21.40265	21.6289	21.58316	20.47298	19.36213	NaN	22.23494	21.88293	21.97428	21.7768	21.67478	21.65338	20.89171	20.35359	21.53131	21.92136	22.32378	22.45495	21.49653	21.73736	21.6814	12	12	12	40.3	40.3	40.3	37.59	0	96.223	80623000	125	P25294	P25294	Protein SIS1	SIS1
NaN	19.06334	NaN	NaN	NaN	NaN	19.0264	18.66119	18.75779	NaN	19.03907	NaN	NaN	NaN	NaN	18.62228	18.91287	18.96138	NaN	NaN	NaN	NaN	NaN	NaN	18.94667	18.47623	19.34529	2	2	2	12.6	12.6	12.6	19.639	0	7.6725	7418400	40	P25296	P25296	Calcineurin subunit B	CNB1
NaN	NaN	NaN	18.49107	19.02513	18.39326	NaN	NaN	18.37131	NaN	NaN	NaN	18.82408	18.4576	18.53461	NaN	NaN	NaN	NaN	NaN	NaN	18.50909	18.37241	NaN	NaN	NaN	NaN	5	5	5	11.9	11.9	11.9	64.381	0	22.531	5787100	9	P25297	P25297	Inorganic phosphate transporter PHO84	PHO84
NaN	NaN	NaN	NaN	19.6997	NaN	19.88569	19.79254	19.71487	NaN	NaN	NaN	NaN	NaN	19.58314	19.72835	19.68296	20.02931	NaN	NaN	NaN	NaN	19.59177	NaN	19.81705	19.6211	19.59833	4	4	4	4.4	4.4	4.4	56.039	0	8.1447	8351700	9	P25340	P25340	Delta(24(24(1)))-sterol reductase	ERG4
19.75835	NaN	NaN	18.8805	18.95796	19.21214	19.11977	19.41543	19.34981	19.31232	NaN	NaN	18.77809	19.0875	18.88688	18.91061	19.53294	19.27917	NaN	NaN	NaN	18.79103	18.89906	19.0104	19.1027	19.54936	19.27665	3	3	3	9.6	9.6	9.6	37.024	0	13.026	12100000	35	P25342	P25342	Cell division control protein 10	CDC10
NaN	NaN	NaN	19.70614	19.17441	19.18694	NaN	NaN	NaN	NaN	NaN	NaN	18.97276	19.00212	18.96756	NaN	NaN	NaN	NaN	NaN	NaN	18.79905	18.90233	19.00124	NaN	NaN	NaN	7	7	7	28.7	28.7	28.7	30.25	0	34.653	9706600	40	P25343	P25343	Reduced viability upon starvation protein 161	RVS161
NaN	20.85901	20.98447	20.34571	20.61432	20.82128	NaN	21.05338	21.10053	NaN	21.10604	20.91357	21.01257	20.81488	20.72983	20.93611	20.99624	20.92796	NaN	20.85696	20.78987	20.42808	20.90301	20.64878	NaN	20.85217	20.74583	6	6	6	19.8	19.8	19.8	26.35	0	32.278	36822000	41	P25349	P25349	Flavoprotein-like protein YCP4	YCP4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.20597	2	2	2	5.3	5.3	5.3	44.011	0.00084962	5.5416	569090	2	P25359	P25359	Exosome complex component RRP43	RRP43
NaN	NaN	NaN	NaN	18.43522	18.49884	NaN	NaN	NaN	NaN	NaN	NaN	18.28514	18.25686	17.82929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.25012	18.41881	NaN	NaN	NaN	4	4	4	14.3	14.3	14.3	42.579	0	13.215	7894400	25	P25367	P25367	[PIN+] prion protein RNQ1	RNQ1
NaN	NaN	NaN	18.92355	NaN	19.04236	NaN	NaN	NaN	NaN	NaN	NaN	18.87138	19.05569	18.96237	NaN	NaN	NaN	NaN	NaN	NaN	19.01985	19.0971	19.05452	NaN	NaN	NaN	3	3	3	26.8	26.8	26.8	14.432	0.00085179	5.5688	6250200	5	P25372	P25372	Thioredoxin-3, mitochondrial	TRX3
NaN	NaN	NaN	NaN	19.64498	NaN	NaN	NaN	19.61936	NaN	NaN	NaN	19.59334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	2	2	2	20	20	20	12.38	0	9.0639	13341000	8	P25373	P25373	Glutaredoxin-1	GRX1
NaN	NaN	NaN	NaN	18.00069	18.16074	NaN	NaN	NaN	NaN	NaN	NaN	18.02042	17.92885	17.96494	NaN	NaN	NaN	NaN	NaN	NaN	17.7053	18.06028	17.79709	NaN	NaN	NaN	2	2	2	5.8	5.8	5.8	54.466	0.0015516	4.4462	3511400	8	P25374	P25374	Cysteine desulfurase, mitochondrial	NFS1
NaN	NaN	NaN	19.10513	18.94978	18.76007	18.60125	19.18696	19.09982	NaN	NaN	NaN	18.65207	18.78864	18.66844	18.73519	19.23376	19.02702	NaN	NaN	NaN	18.54461	18.45992	18.34923	18.46901	19.33468	18.93704	8	8	8	12.8	12.8	12.8	81.933	0	17.299	7578900	36	P25375	P25375	Saccharolysin	PRD1
NaN	NaN	NaN	19.04434	19.71053	19.59288	19.86337	19.77074	19.95915	NaN	NaN	NaN	19.35132	19.58476	19.65074	19.75958	19.5428	19.92268	NaN	NaN	NaN	19.51557	19.71758	19.59443	19.95646	19.65978	19.9222	5	5	5	14.2	14.2	14.2	39.301	0	13.497	14129000	37	P25379	P25379	Catabolic L-serine/threonine dehydratase;L-serine dehydratase;L-threonine dehydratase	CHA1
NaN	NaN	NaN	NaN	NaN	NaN	18.61436	NaN	18.34672	NaN	NaN	NaN	NaN	NaN	NaN	18.73645	18.55764	18.69968	NaN	NaN	NaN	NaN	NaN	NaN	18.42829	18.74054	NaN	4	4	4	8.3	8.3	8.3	57.025	0	14.19	5052200	19	P25382	P25382	Ribosome assembly protein 4	RSA4
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.03655	NaN	3	3	3	1.1	1.1	1.1	206.45	0.00082988	5.2666	1562600	6	P25386	P25386	Intracellular protein transport protein USO1	USO1
NaN	NaN	NaN	17.56175	17.63906	17.11319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.27585	17.28807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.4079	17.17319	NaN	NaN	NaN	2	2	2	6.2	6.2	6.2	46.667	0.0022779	4.2052	1609700	9	P25441	P25441	DNA-directed RNA polymerase III subunit RPC4	RPC53
26.8629	26.95936	27.02359	25.36576	25.56909	25.51443	25.58681	25.07361	25.1388	27.51938	27.19188	27.03412	25.60995	25.43625	25.79818	25.56491	24.96763	25.16089	NaN	26.97126	27.06856	25.76218	25.47695	25.68298	25.44012	24.98906	25.14503	15	15	15	45.7	45.7	45.7	27.449	0	55.835	1648600000	156	P25443	P25443	40S ribosomal protein S2	RPS2
NaN	NaN	NaN	NaN	NaN	18.20232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.23753	NaN	17.84396	NaN	NaN	NaN	2	2	2	12.7	12.7	12.7	22.605	0.00087184	5.8868	1179100	9	P25451	P25451	Proteasome subunit beta type-3	PUP3
20.86227	20.35272	20.40041	22.50981	22.58022	22.39773	22.8363	23.08648	22.84184	NaN	20.66371	20.04073	22.67526	22.35976	22.25416	22.85766	23.15635	22.75054	NaN	20.66839	20.52936	22.30109	22.86627	22.95624	22.83279	23.05965	23.05199	8	8	8	25.7	25.7	25.7	44.67	0	34.436	122310000	86	P25491	P25491	Mitochondrial protein import protein MAS5	YDJ1
NaN	NaN	NaN	17.64927	NaN	17.77333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.77179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.72521	NaN	NaN	NaN	3	3	3	8	8	8	48.728	0	10.068	3778900	11	P25555	P25555	Single-strand telomeric DNA-binding protein GBP2	GBP2
NaN	20.54633	20.60241	20.80609	20.61935	20.69922	21.40442	21.53664	21.60232	21.58761	20.94635	20.74394	20.4998	20.64033	20.8741	21.0673	21.22235	20.50048	NaN	20.86869	21.13565	20.47605	20.09339	20.50465	21.02891	21.31147	21.0422	8	8	8	28.8	28.8	28.8	48.059	0	48.864	45617000	69	P25567	P25567	RNA-binding protein SRO9	SRO9
NaN	NaN	NaN	NaN	NaN	17.93457	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.86816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	4	4	4	5.3	5.3	5.3	87.18	0.00088652	6.1937	3389700	5	P25574	P25574	ER membrane protein complex subunit 1	EMC1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.6974	1	1	1	1.5	1.5	1.5	96.484	0.0008285	5.2361	856610	10	P25582	P25582	27S pre-rRNA (guanosine(2922)-2-O)-methyltransferase	SPB1
NaN	NaN	NaN	18.92138	19.34817	19.06005	19.36918	19.65176	19.30944	NaN	NaN	NaN	19.04974	18.9633	19.09122	19.27437	19.96409	19.28378	NaN	NaN	NaN	19.01582	19.22959	19.21973	19.37628	19.51784	19.24484	4	4	4	15.5	15.5	15.5	37.159	0	14.407	13150000	33	P25586	P25586	KRR1 small subunit processome component	KRR1
NaN	21.13232	21.19466	20.65456	20.67513	20.47635	21.15314	21.50257	21.31302	NaN	21.4079	21.08336	20.36367	20.76935	20.3444	21.24092	21.25759	21.24545	NaN	21.22753	NaN	20.5243	20.49365	20.47437	21.03255	21.5538	21.33887	6	6	6	19.4	19.4	19.4	33.986	0	29.311	45671000	62	P25605	P25605	Acetolactate synthase small subunit, mitochondrial	ILV6
NaN	NaN	NaN	19.73749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.94678	20.06645	20.09918	NaN	NaN	NaN	NaN	NaN	NaN	20.02174	20.07822	NaN	NaN	NaN	NaN	2	2	2	5.9	5.9	5.9	33.593	0	12.085	11185000	7	P25617	P25617	Uncharacterized protein YCR016W	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.61252	1	1	1	1.3	1.3	1.3	107.88	0.00079491	4.7321	3889300	8	P25618	P25618	Protein CWH43	CWH43
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.02648	NaN	NaN	NaN	2	2	2	2.6	2.6	2.6	96.136	0.0083624	3.2103	450600	4	P25623	P25623	Suppressor of yeast profilin deletion	SYP1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.75734	1	1	1	7.3	7.3	7.3	30.742	0.00082034	5.118	917740	5	P25627	P25627	18S rRNA (guanine(1575)-N(7))-methyltransferase	BUD23
NaN	NaN	NaN	19.62473	19.49623	19.40545	NaN	NaN	NaN	NaN	NaN	NaN	19.48294	19.46276	19.50118	NaN	NaN	NaN	NaN	NaN	NaN	19.5806	19.5003	19.47754	NaN	NaN	NaN	6	6	6	34.7	34.7	34.7	24.694	0	39.492	9896700	16	P25631	P25631	Ankyrin repeat-containing protein YCR051W	
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.82352	NaN	NaN	NaN	2	2	2	2.4	2.4	2.4	103.98	0.00091743	6.8457	1882300	9	P25635	P25635	Periodic tryptophan protein 2	PWP2
NaN	NaN	NaN	18.62678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.82926	NaN	NaN	NaN	NaN	NaN	5	5	5	7.4	7.4	7.4	88.51	0	9.2878	2760900	10	P25644	P25644	DNA topoisomerase 2-associated protein PAT1	PAT1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.99325	NaN	NaN	NaN	NaN	NaN	2	2	2	10.4	10.4	10.4	20.703	0.00079177	4.6827	874930	1	P25654	P25654	UPF0587 protein YCR090C	
NaN	NaN	NaN	NaN	17.21058	17.05494	NaN	NaN	NaN	NaN	NaN	NaN	17.05696	NaN	16.96466	NaN	NaN	NaN	NaN	NaN	NaN	17.02788	NaN	NaN	NaN	NaN	NaN	5	5	5	3.1	3.1	3.1	240.28	0	14.462	3657800	22	P25655	P25655	General negative regulator of transcription subunit 1	CDC39
23.33415	23.46675	23.44771	23.97316	24.05788	23.98633	23.71272	24.04034	23.955	23.60987	23.22731	23.25174	23.83103	23.88316	23.92886	23.82211	24.13946	23.87671	22.86857	23.33033	23.34245	23.83132	23.88548	23.86098	23.71827	24.02606	23.80813	28	28	28	35.1	35.1	35.1	91.995	0	204.65	334040000	314	P25694	P25694	Cell division control protein 48	CDC48
NaN	NaN	NaN	21.0941	21.07071	21.23766	21.03819	21.07555	21.44162	NaN	NaN	NaN	21.18338	21.2204	21.33303	21.33047	20.97855	21.25943	NaN	NaN	NaN	21.09178	21.43365	21.33609	21.33216	20.96944	21.14364	5	4	4	26.4	22.5	22.5	19.919	0	11.828	48654000	42	P25719	P25719	Peptidyl-prolyl cis-trans isomerase C, mitochondrial	CPR3
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.73315	2	2	2	3.6	3.6	3.6	69.421	0.00080128	4.8162	584780	4	P25808	P25808	ATP-dependent rRNA helicase SPB4	SPB4
NaN	NaN	NaN	NaN	NaN	NaN	19.41611	19.36579	19.44188	NaN	NaN	NaN	NaN	NaN	19.59091	19.16204	19.19748	19.37003	NaN	NaN	NaN	NaN	NaN	NaN	19.38252	19.38275	19.21378	3	3	3	3	3	3	108.88	0	9.4122	5599200	10	P25847	P25847	DNA mismatch repair protein MSH2	MSH2
25.06919	25.6292	25.0496	25.15345	25.39499	24.49595	25.49161	24.85667	24.88036	25.73211	26.04798	25.69088	25.14919	25.33946	25.52178	25.33071	25.15835	24.86769	24.06956	25.06184	25.61762	25.26621	25.53321	25.66709	25.37574	24.92533	24.78467	8	8	8	22.2	22.2	22.2	33.714	0	71.252	897230000	114	P26321	P26321	60S ribosomal protein L5	RPL5
23.48345	23.28277	23.3254	23.52862	23.72952	23.75685	23.64856	23.90169	23.7349	23.12402	22.82512	23.70187	23.53576	23.75267	23.51569	23.63655	24.07202	23.71408	23.4462	23.34597	23.50094	23.55051	23.74899	23.7348	23.53303	23.95562	23.73159	31	31	31	32.3	32.3	32.3	124.14	0	190.38	317120000	264	P26637;Q12165	P26637	Leucine--tRNA ligase, cytoplasmic	CDC60
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.42008	1	1	1	12.3	12.3	12.3	13.816	0	7.7357	4074000	25	P26755	P26755	Replication factor A protein 3	RFA3
25.8765	26.05994	26.16609	25.21	25.33221	25.46591	24.88767	24.92674	25.10209	26.21217	26.40282	25.70065	25.20825	25.44142	25.50434	24.7364	24.80971	25.13352	24.26184	25.81279	25.99968	25.24224	25.31614	25.43116	24.76314	24.87108	25.10077	11	11	11	43.1	43.1	43.1	25.038	0	95.551	1085000000	198	P26783	P26783	40S ribosomal protein S5	RPS5
26.41159	26.74484	26.09913	25.3863	25.844	25.85645	25.69288	25.38535	25.65193	26.30229	26.7474	26.62087	25.68555	25.75256	25.77984	25.70504	25.46666	25.66844	26.503	25.92343	25.7077	25.79712	25.98739	25.91629	25.48981	25.2475	25.34888	15	15	10	50.8	50.8	35.2	22.201	0	120.83	1505300000	228	P26784	P26784	60S ribosomal protein L16-A	RPL16A
24.82968	25.90355	25.80968	25.19088	25.1686	25.09027	24.9242	25.00915	24.88795	24.77992	25.51437	25.93722	25.47587	25.40772	25.31983	25.15715	24.89569	24.8362	25.01321	25.40805	25.366	25.43425	25.31607	25.30016	25.19348	25.02335	24.84976	14	9	9	51.5	35.9	35.9	22.249	0	83.639	894120000	196	P26785	P26785	60S ribosomal protein L16-B	RPL16B
23.27994	22.3548	21.73888	24.3534	24.82503	24.6531	24.04943	24.05738	24.24096	22.66423	21.9648	22.27509	24.11577	24.51123	24.83268	24.4518	23.96877	24.07423	23.10874	23.30814	21.899	24.43841	24.82629	24.7112	24.11593	24.39401	24.02039	13	7	7	57.4	31.6	31.6	21.622	0	17.587	439510000	89	P26786	P26786	40S ribosomal protein S7-A	RPS7A
21.18132	22.09809	22.25785	23.81216	23.91925	23.88008	23.89458	23.86722	23.56616	22.5507	22.03224	21.55389	23.94673	23.74253	23.8968	23.86995	23.89938	23.82036	20.30017	21.81609	22.06838	23.80124	23.8867	23.9049	23.8491	23.82522	23.65524	16	16	16	31.4	31.4	31.4	44.535	0	140.75	273710000	212	P27476	P27476	Nuclear localization sequence-binding protein	NSR1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.16153	2	2	2	3.1	3.1	3.1	99.489	0.00079872	4.7743	1874400	6	P27514	P27514	Low-affinity phosphate transporter PHO91	PHO91
19.79248	NaN	NaN	18.96404	19.36297	19.37717	19.04788	19.71485	19.23963	19.83009	20.24365	20.25119	18.7705	19.21421	19.20522	19.44459	19.90896	19.59314	NaN	NaN	19.79761	19.13819	19.61728	19.41957	19.4471	20.32652	19.04583	4	4	4	7.6	7.6	7.6	64.596	0	22.186	16228000	36	P27614	P27614	Carboxypeptidase S	CPS1
19.51181	19.0008	19.03435	19.81906	19.73074	19.7046	19.62364	19.89485	19.88231	18.55221	18.66136	19.55272	19.53936	19.70764	19.53913	19.4988	19.88039	19.80691	18.87156	18.68428	18.4636	19.25377	19.34536	19.46012	19.36735	20.1006	19.84751	7	7	7	29.7	29.7	29.7	34.603	0	21.899	18094000	68	P27616	P27616	Phosphoribosylaminoimidazole-succinocarboxamide synthase	ADE1
20.30028	20.20705	20.6644	20.06276	20.07156	20.53231	20.36378	20.75344	20.66926	20.49843	20.60847	20.6826	19.97043	20.37687	20.19075	20.12666	20.78971	20.42675	20.40956	20.3689	20.56932	19.97393	20.14681	20.23725	20.65228	20.75009	20.47229	16	16	16	17.1	17.1	17.1	115.65	0	68.354	33960000	104	P27692	P27692	Transcription elongation factor SPT5	SPT5
NaN	NaN	NaN	19.82265	19.84711	19.8231	19.54819	NaN	19.41739	NaN	NaN	NaN	19.59124	19.68984	19.5791	NaN	19.54327	19.54123	NaN	NaN	NaN	19.36709	19.72121	19.7699	19.66117	19.81135	NaN	5	5	5	14.3	14.3	14.3	51.386	0	23.441	15461000	20	P27809	P27809	Glycolipid 2-alpha-mannosyltransferase	KRE2
18.94003	18.97318	18.42546	19.00014	19.00333	18.84944	18.8334	18.79436	18.99995	NaN	19.04177	18.93223	18.79829	19.23806	18.9943	18.83603	19.30728	19.04239	NaN	18.50335	18.58049	18.78114	18.96587	19.04836	18.9909	18.71304	19.17988	4	4	4	10.2	10.2	10.2	46.022	0	11.075	10858000	39	P27810	P27810	Alpha-1,2 mannosyltransferase KTR1	KTR1
18.83278	18.7456	NaN	19.33527	19.39257	19.50516	19.15413	19.55013	20.00017	NaN	18.5726	NaN	19.44672	19.48253	19.43011	19.05717	19.88275	19.30167	NaN	19.20419	19.02036	19.66965	19.2641	19.31917	19.09334	19.92667	19.59173	3	3	3	23.2	23.2	23.2	16.151	0	54.841	14504000	32	P28000	P28000	DNA-directed RNA polymerases I and III subunit RPAC2	RPC19
NaN	NaN	NaN	NaN	NaN	NaN	18.71957	19.1521	19.7102	NaN	NaN	NaN	NaN	NaN	NaN	18.97354	19.07373	19.37859	NaN	NaN	NaN	NaN	NaN	NaN	18.83405	19.52375	19.80038	2	2	2	11.7	11.7	11.7	21.48	0	31.465	8245500	27	P28007	P28007	H/ACA ribonucleoprotein complex subunit 1	GAR1
20.53108	20.57626	19.82196	20.36335	20.50591	20.79907	NaN	NaN	NaN	20.74378	NaN	NaN	20.65779	20.31484	20.47882	NaN	NaN	NaN	NaN	20.194	20.19123	19.7582	20.57967	20.41473	NaN	NaN	NaN	4	4	4	16.8	16.8	16.8	39.739	0	16.793	26219000	39	P28241	P28241	Isocitrate dehydrogenase [NAD] subunit 2, mitochondrial	IDH2
23.75532	23.67949	24.93125	23.26127	23.39924	23.41171	23.00946	22.37624	22.34099	NaN	23.99386	23.92904	23.57045	22.10818	23.43148	23.22431	21.64781	22.64454	NaN	24.21178	23.90012	23.4206	23.50809	23.45839	23.33593	22.02059	22.6248	7	7	7	20.7	20.7	20.7	34.801	0	19.741	255130000	41	P28272	P28272	Dihydroorotate dehydrogenase (fumarate)	URA1
21.20036	21.60585	21.4803	21.75719	21.55548	21.88688	21.8101	21.74152	21.567	21.78991	21.61158	21.645	21.40987	21.62908	21.56058	21.6728	21.62275	21.53217	NaN	21.59008	NaN	21.56356	21.85285	21.92647	21.72059	21.40981	21.26751	13	13	11	24.4	24.4	21.4	64.71	0	85.726	76547000	111	P28274	P28274	CTP synthase 1	URA7
20.64165	21.12111	21.6577	20.25257	20.22093	19.46891	20.72042	20.11273	20.62417	21.46194	20.88435	20.95454	20.49238	20.17974	20.0486	20.66856	20.55262	21.25379	NaN	20.72717	21.35439	20.33047	19.8647	19.63094	20.7628	20.35412	20.51701	5	5	5	27.6	27.6	27.6	24.268	0	55.085	34630000	52	P28319	P28319	Cell wall protein CWP1	CWP1
NaN	NaN	NaN	NaN	18.43884	18.34521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.66615	18.25723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.37916	18.28992	NaN	NaN	NaN	4	4	4	16.4	16.4	16.4	30.699	0	34.386	6874000	20	P28495	P28495	F-actin-capping protein subunit alpha	CAP1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.75493	NaN	NaN	NaN	1	1	1	3.1	3.1	3.1	48.991	0.0070274	3.3167	2864000	2	P28496	P28496	Sphingosine N-acyltransferase LAC1	LAC1
NaN	NaN	NaN	21.02046	21.09687	21.11648	20.8562	21.05682	20.84207	NaN	NaN	NaN	20.76749	21.12244	20.94978	20.97855	NaN	21.05358	NaN	NaN	NaN	21.11927	21.11687	21.18089	21.07549	20.30006	20.2815	4	4	4	16.2	16.2	16.2	24.081	0	21.468	34429000	36	P28707	P28707	Co-chaperone protein SBA1	SBA1
22.05692	22.31838	22.1419	22.09487	22.11391	22.26745	22.0476	22.3996	22.27884	22.74339	22.26668	22.36453	22.07682	22.28365	22.15354	22.20726	22.49631	22.36789	22.29936	22.33519	22.45247	22.30803	22.28014	22.2972	22.15789	22.19223	22.22591	12	12	12	34.6	34.6	34.6	40.838	0	62.793	118790000	96	P28777	P28777	Chorismate synthase	ARO2
20.75874	20.44364	21.22946	21.35148	21.39215	21.33211	21.12414	21.37756	21.14669	20.98252	20.31882	21.69026	21.30541	21.3308	21.26453	20.59532	21.29978	21.46623	20.45894	20.59714	20.73653	21.07091	21.34234	21.25246	20.96084	21.31186	21.58852	11	11	11	28.6	28.6	28.6	39.324	0	85.676	56094000	109	P28834	P28834	Isocitrate dehydrogenase [NAD] subunit 1, mitochondrial	IDH1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.58358	2	2	2	4.4	4.4	4.4	59.014	0	38.406	3415200	20	P29029	P29029	Endochitinase	CTS1
NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.81459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.63275	NaN	NaN	NaN	2	2	2	8.7	8.7	8.7	38.2	0	12.264	2495800	6	P29055	P29055	Transcription initiation factor IIB	SUA7
23.48284	23.64009	24.03297	22.18855	22.30494	22.72761	22.79956	23.02569	23.15242	24.08643	24.03758	23.89115	22.36557	22.64322	22.64871	22.80008	22.57177	23.26342	NaN	23.60241	23.79679	22.45423	22.67889	22.62841	22.62194	22.85884	22.80444	15	4	4	48.3	14.2	14.2	30.091	0	56.02	201560000	46	P29311	P29311	Protein BMH1	BMH1
27.15383	27.14744	26.95216	26.63755	26.72728	26.69086	26.51524	26.50027	26.56824	27.63575	27.08121	27.44079	26.67855	26.72845	26.76875	26.52237	26.43199	26.48879	26.97804	27.23352	27.25386	26.6465	26.65376	26.69205	26.50149	26.44916	26.43992	21	21	6	58.6	58.6	17.2	28.111	0	217.19	2709700000	355	P29453	P29453	60S ribosomal protein L8-B	RPL8B
NaN	NaN	NaN	15.65276	NaN	15.03321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.51515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	3	3	3	4.8	4.8	4.8	86.41	0.0022901	4.3051	478800	5	P29496	P29496	Minichromosome maintenance protein 5	MCM5
