protein	X6A_1	X6A_2	X6A_3	X6A_4	X6A_5	X6A_6	X6A_7	X6A_8	X6A_9	X6B_1	X6B_2	X6B_3	X6B_4	X6B_5	X6B_6	X6B_7	X6B_8	X6B_9	X6C_1	X6C_2	X6C_3	X6C_4	X6C_5	X6C_6	X6C_7	X6C_8	X6C_9
P25296	NaN	19.06334	NaN	NaN	NaN	NaN	19.0264	18.66119	18.75779	NaN	19.03907	NaN	NaN	NaN	NaN	18.62228	18.91287	18.96138	NaN	NaN	NaN	NaN	NaN	NaN	18.94667	18.47623	19.34529
P25297	NaN	NaN	NaN	18.49107	19.02513	18.39326	NaN	NaN	18.37131	NaN	NaN	NaN	18.82408	18.4576	18.53461	NaN	NaN	NaN	NaN	NaN	NaN	18.50909	18.37241	NaN	NaN	NaN	NaN
P25340	NaN	NaN	NaN	NaN	19.6997	NaN	19.88569	19.79254	19.71487	NaN	NaN	NaN	NaN	NaN	19.58314	19.72835	19.68296	20.02931	NaN	NaN	NaN	NaN	19.59177	NaN	19.81705	19.6211	19.59833
P25342	19.75835	NaN	NaN	18.8805	18.95796	19.21214	19.11977	19.41543	19.34981	19.31232	NaN	NaN	18.77809	19.0875	18.88688	18.91061	19.53294	19.27917	NaN	NaN	NaN	18.79103	18.89906	19.0104	19.1027	19.54936	19.27665
P25343	NaN	NaN	NaN	19.70614	19.17441	19.18694	NaN	NaN	NaN	NaN	NaN	NaN	18.97276	19.00212	18.96756	NaN	NaN	NaN	NaN	NaN	NaN	18.79905	18.90233	19.00124	NaN	NaN	NaN
P25349	NaN	20.85901	20.98447	20.34571	20.61432	20.82128	NaN	21.05338	21.10053	NaN	21.10604	20.91357	21.01257	20.81488	20.72983	20.93611	20.99624	20.92796	NaN	20.85696	20.78987	20.42808	20.90301	20.64878	NaN	20.85217	20.74583
P25359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.20597
P25367	NaN	NaN	NaN	NaN	18.43522	18.49884	NaN	NaN	NaN	NaN	NaN	NaN	18.28514	18.25686	17.82929	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.25012	18.41881	NaN	NaN	NaN
P25372	NaN	NaN	NaN	18.92355	NaN	19.04236	NaN	NaN	NaN	NaN	NaN	NaN	18.87138	19.05569	18.96237	NaN	NaN	NaN	NaN	NaN	NaN	19.01985	19.0971	19.05452	NaN	NaN	NaN
P25373	NaN	NaN	NaN	NaN	19.64498	NaN	NaN	NaN	19.61936	NaN	NaN	NaN	19.59334	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P25374	NaN	NaN	NaN	NaN	18.00069	18.16074	NaN	NaN	NaN	NaN	NaN	NaN	18.02042	17.92885	17.96494	NaN	NaN	NaN	NaN	NaN	NaN	17.7053	18.06028	17.79709	NaN	NaN	NaN
P25375	NaN	NaN	NaN	19.10513	18.94978	18.76007	18.60125	19.18696	19.09982	NaN	NaN	NaN	18.65207	18.78864	18.66844	18.73519	19.23376	19.02702	NaN	NaN	NaN	18.54461	18.45992	18.34923	18.46901	19.33468	18.93704
P25379	NaN	NaN	NaN	19.04434	19.71053	19.59288	19.86337	19.77074	19.95915	NaN	NaN	NaN	19.35132	19.58476	19.65074	19.75958	19.5428	19.92268	NaN	NaN	NaN	19.51557	19.71758	19.59443	19.95646	19.65978	19.9222
P25382	NaN	NaN	NaN	NaN	NaN	NaN	18.61436	NaN	18.34672	NaN	NaN	NaN	NaN	NaN	NaN	18.73645	18.55764	18.69968	NaN	NaN	NaN	NaN	NaN	NaN	18.42829	18.74054	NaN
P25386	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.03655	NaN
P25441	NaN	NaN	NaN	17.56175	17.63906	17.11319	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.27585	17.28807	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.4079	17.17319	NaN	NaN	NaN
P25443	26.8629	26.95936	27.02359	25.36576	25.56909	25.51443	25.58681	25.07361	25.1388	27.51938	27.19188	27.03412	25.60995	25.43625	25.79818	25.56491	24.96763	25.16089	NaN	26.97126	27.06856	25.76218	25.47695	25.68298	25.44012	24.98906	25.14503
P25451	NaN	NaN	NaN	NaN	NaN	18.20232	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.23753	NaN	17.84396	NaN	NaN	NaN
P25491	20.86227	20.35272	20.40041	22.50981	22.58022	22.39773	22.8363	23.08648	22.84184	NaN	20.66371	20.04073	22.67526	22.35976	22.25416	22.85766	23.15635	22.75054	NaN	20.66839	20.52936	22.30109	22.86627	22.95624	22.83279	23.05965	23.05199
P25555	NaN	NaN	NaN	17.64927	NaN	17.77333	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.77179	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.72521	NaN	NaN	NaN
P25567	NaN	20.54633	20.60241	20.80609	20.61935	20.69922	21.40442	21.53664	21.60232	21.58761	20.94635	20.74394	20.4998	20.64033	20.8741	21.0673	21.22235	20.50048	NaN	20.86869	21.13565	20.47605	20.09339	20.50465	21.02891	21.31147	21.0422
P25574	NaN	NaN	NaN	NaN	NaN	17.93457	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.86816	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P25582	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.6974
P25586	NaN	NaN	NaN	18.92138	19.34817	19.06005	19.36918	19.65176	19.30944	NaN	NaN	NaN	19.04974	18.9633	19.09122	19.27437	19.96409	19.28378	NaN	NaN	NaN	19.01582	19.22959	19.21973	19.37628	19.51784	19.24484
P25605	NaN	21.13232	21.19466	20.65456	20.67513	20.47635	21.15314	21.50257	21.31302	NaN	21.4079	21.08336	20.36367	20.76935	20.3444	21.24092	21.25759	21.24545	NaN	21.22753	NaN	20.5243	20.49365	20.47437	21.03255	21.5538	21.33887
P25617	NaN	NaN	NaN	19.73749	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	19.94678	20.06645	20.09918	NaN	NaN	NaN	NaN	NaN	NaN	20.02174	20.07822	NaN	NaN	NaN	NaN
P25618	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.61252
P25623	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.02648	NaN	NaN	NaN
P25627	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.75734
P25631	NaN	NaN	NaN	19.62473	19.49623	19.40545	NaN	NaN	NaN	NaN	NaN	NaN	19.48294	19.46276	19.50118	NaN	NaN	NaN	NaN	NaN	NaN	19.5806	19.5003	19.47754	NaN	NaN	NaN
P25635	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.82352	NaN	NaN	NaN
P25644	NaN	NaN	NaN	18.62678	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.82926	NaN	NaN	NaN	NaN	NaN
P25654	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.99325	NaN	NaN	NaN	NaN	NaN
P25655	NaN	NaN	NaN	NaN	17.21058	17.05494	NaN	NaN	NaN	NaN	NaN	NaN	17.05696	NaN	16.96466	NaN	NaN	NaN	NaN	NaN	NaN	17.02788	NaN	NaN	NaN	NaN	NaN
P25694	23.33415	23.46675	23.44771	23.97316	24.05788	23.98633	23.71272	24.04034	23.955	23.60987	23.22731	23.25174	23.83103	23.88316	23.92886	23.82211	24.13946	23.87671	22.86857	23.33033	23.34245	23.83132	23.88548	23.86098	23.71827	24.02606	23.80813
P25719	NaN	NaN	NaN	21.0941	21.07071	21.23766	21.03819	21.07555	21.44162	NaN	NaN	NaN	21.18338	21.2204	21.33303	21.33047	20.97855	21.25943	NaN	NaN	NaN	21.09178	21.43365	21.33609	21.33216	20.96944	21.14364
P25808	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.73315
P25847	NaN	NaN	NaN	NaN	NaN	NaN	19.41611	19.36579	19.44188	NaN	NaN	NaN	NaN	NaN	19.59091	19.16204	19.19748	19.37003	NaN	NaN	NaN	NaN	NaN	NaN	19.38252	19.38275	19.21378
P26321	25.06919	25.6292	25.0496	25.15345	25.39499	24.49595	25.49161	24.85667	24.88036	25.73211	26.04798	25.69088	25.14919	25.33946	25.52178	25.33071	25.15835	24.86769	24.06956	25.06184	25.61762	25.26621	25.53321	25.66709	25.37574	24.92533	24.78467
P26637;Q12165	23.48345	23.28277	23.3254	23.52862	23.72952	23.75685	23.64856	23.90169	23.7349	23.12402	22.82512	23.70187	23.53576	23.75267	23.51569	23.63655	24.07202	23.71408	23.4462	23.34597	23.50094	23.55051	23.74899	23.7348	23.53303	23.95562	23.73159
P26755	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.42008
P26783	25.8765	26.05994	26.16609	25.21	25.33221	25.46591	24.88767	24.92674	25.10209	26.21217	26.40282	25.70065	25.20825	25.44142	25.50434	24.7364	24.80971	25.13352	24.26184	25.81279	25.99968	25.24224	25.31614	25.43116	24.76314	24.87108	25.10077
P26784	26.41159	26.74484	26.09913	25.3863	25.844	25.85645	25.69288	25.38535	25.65193	26.30229	26.7474	26.62087	25.68555	25.75256	25.77984	25.70504	25.46666	25.66844	26.503	25.92343	25.7077	25.79712	25.98739	25.91629	25.48981	25.2475	25.34888
P26785	24.82968	25.90355	25.80968	25.19088	25.1686	25.09027	24.9242	25.00915	24.88795	24.77992	25.51437	25.93722	25.47587	25.40772	25.31983	25.15715	24.89569	24.8362	25.01321	25.40805	25.366	25.43425	25.31607	25.30016	25.19348	25.02335	24.84976
P26786	23.27994	22.3548	21.73888	24.3534	24.82503	24.6531	24.04943	24.05738	24.24096	22.66423	21.9648	22.27509	24.11577	24.51123	24.83268	24.4518	23.96877	24.07423	23.10874	23.30814	21.899	24.43841	24.82629	24.7112	24.11593	24.39401	24.02039
P27476	21.18132	22.09809	22.25785	23.81216	23.91925	23.88008	23.89458	23.86722	23.56616	22.5507	22.03224	21.55389	23.94673	23.74253	23.8968	23.86995	23.89938	23.82036	20.30017	21.81609	22.06838	23.80124	23.8867	23.9049	23.8491	23.82522	23.65524
P27514	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.16153
P27614	19.79248	NaN	NaN	18.96404	19.36297	19.37717	19.04788	19.71485	19.23963	19.83009	20.24365	20.25119	18.7705	19.21421	19.20522	19.44459	19.90896	19.59314	NaN	NaN	19.79761	19.13819	19.61728	19.41957	19.4471	20.32652	19.04583
P27616	19.51181	19.0008	19.03435	19.81906	19.73074	19.7046	19.62364	19.89485	19.88231	18.55221	18.66136	19.55272	19.53936	19.70764	19.53913	19.4988	19.88039	19.80691	18.87156	18.68428	18.4636	19.25377	19.34536	19.46012	19.36735	20.1006	19.84751
P27692	20.30028	20.20705	20.6644	20.06276	20.07156	20.53231	20.36378	20.75344	20.66926	20.49843	20.60847	20.6826	19.97043	20.37687	20.19075	20.12666	20.78971	20.42675	20.40956	20.3689	20.56932	19.97393	20.14681	20.23725	20.65228	20.75009	20.47229
P27809	NaN	NaN	NaN	19.82265	19.84711	19.8231	19.54819	NaN	19.41739	NaN	NaN	NaN	19.59124	19.68984	19.5791	NaN	19.54327	19.54123	NaN	NaN	NaN	19.36709	19.72121	19.7699	19.66117	19.81135	NaN
P27810	18.94003	18.97318	18.42546	19.00014	19.00333	18.84944	18.8334	18.79436	18.99995	NaN	19.04177	18.93223	18.79829	19.23806	18.9943	18.83603	19.30728	19.04239	NaN	18.50335	18.58049	18.78114	18.96587	19.04836	18.9909	18.71304	19.17988
P28000	18.83278	18.7456	NaN	19.33527	19.39257	19.50516	19.15413	19.55013	20.00017	NaN	18.5726	NaN	19.44672	19.48253	19.43011	19.05717	19.88275	19.30167	NaN	19.20419	19.02036	19.66965	19.2641	19.31917	19.09334	19.92667	19.59173
P28007	NaN	NaN	NaN	NaN	NaN	NaN	18.71957	19.1521	19.7102	NaN	NaN	NaN	NaN	NaN	NaN	18.97354	19.07373	19.37859	NaN	NaN	NaN	NaN	NaN	NaN	18.83405	19.52375	19.80038
P28241	20.53108	20.57626	19.82196	20.36335	20.50591	20.79907	NaN	NaN	NaN	20.74378	NaN	NaN	20.65779	20.31484	20.47882	NaN	NaN	NaN	NaN	20.194	20.19123	19.7582	20.57967	20.41473	NaN	NaN	NaN
P28272	23.75532	23.67949	24.93125	23.26127	23.39924	23.41171	23.00946	22.37624	22.34099	NaN	23.99386	23.92904	23.57045	22.10818	23.43148	23.22431	21.64781	22.64454	NaN	24.21178	23.90012	23.4206	23.50809	23.45839	23.33593	22.02059	22.6248
P28274	21.20036	21.60585	21.4803	21.75719	21.55548	21.88688	21.8101	21.74152	21.567	21.78991	21.61158	21.645	21.40987	21.62908	21.56058	21.6728	21.62275	21.53217	NaN	21.59008	NaN	21.56356	21.85285	21.92647	21.72059	21.40981	21.26751
P28319	20.64165	21.12111	21.6577	20.25257	20.22093	19.46891	20.72042	20.11273	20.62417	21.46194	20.88435	20.95454	20.49238	20.17974	20.0486	20.66856	20.55262	21.25379	NaN	20.72717	21.35439	20.33047	19.8647	19.63094	20.7628	20.35412	20.51701
P28495	NaN	NaN	NaN	NaN	18.43884	18.34521	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.66615	18.25723	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.37916	18.28992	NaN	NaN	NaN
P28496	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.75493	NaN	NaN	NaN
P28707	NaN	NaN	NaN	21.02046	21.09687	21.11648	20.8562	21.05682	20.84207	NaN	NaN	NaN	20.76749	21.12244	20.94978	20.97855	NaN	21.05358	NaN	NaN	NaN	21.11927	21.11687	21.18089	21.07549	20.30006	20.2815
P28777	22.05692	22.31838	22.1419	22.09487	22.11391	22.26745	22.0476	22.3996	22.27884	22.74339	22.26668	22.36453	22.07682	22.28365	22.15354	22.20726	22.49631	22.36789	22.29936	22.33519	22.45247	22.30803	22.28014	22.2972	22.15789	22.19223	22.22591
P28834	20.75874	20.44364	21.22946	21.35148	21.39215	21.33211	21.12414	21.37756	21.14669	20.98252	20.31882	21.69026	21.30541	21.3308	21.26453	20.59532	21.29978	21.46623	20.45894	20.59714	20.73653	21.07091	21.34234	21.25246	20.96084	21.31186	21.58852
P29029	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.58358
P29055	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.81459	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	17.63275	NaN	NaN	NaN
P29311	23.48284	23.64009	24.03297	22.18855	22.30494	22.72761	22.79956	23.02569	23.15242	24.08643	24.03758	23.89115	22.36557	22.64322	22.64871	22.80008	22.57177	23.26342	NaN	23.60241	23.79679	22.45423	22.67889	22.62841	22.62194	22.85884	22.80444
P29453	27.15383	27.14744	26.95216	26.63755	26.72728	26.69086	26.51524	26.50027	26.56824	27.63575	27.08121	27.44079	26.67855	26.72845	26.76875	26.52237	26.43199	26.48879	26.97804	27.23352	27.25386	26.6465	26.65376	26.69205	26.50149	26.44916	26.43992
P29496	NaN	NaN	NaN	15.65276	NaN	15.03321	NaN	NaN	NaN	NaN	NaN	NaN	NaN	15.51515	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P29509;P38816	22.27225	22.07015	22.01052	22.44937	22.21546	22.54366	21.92586	22.30527	22.25768	21.61849	21.48861	22.04226	22.12022	22.41493	22.30095	21.82536	22.39365	22.21656	22.32265	22.1771	22.36568	22.00861	21.96423	22.42923	21.74329	22.52088	22.28008
P29547	21.97582	22.39621	22.57052	21.79547	22.26825	21.93567	21.72305	21.55276	21.45568	21.75682	22.34497	22.53986	22.09909	22.11658	22.13955	22.01093	21.21365	21.40748	22.00467	22.4785	22.26425	22.22152	21.98099	22.23599	21.51417	21.09886	21.45578
P29704	19.98801	19.67285	20.03497	20.1646	20.0174	20.04434	20.16239	20.22211	19.76142	20.44455	19.90445	20.19761	19.833	19.84853	20.03591	20.30753	19.9266	19.95532	NaN	19.71616	19.97645	19.70572	19.91978	19.9805	19.83578	20.01563	19.69525
P29952	21.21945	20.79931	20.49795	21.00655	21.35762	21.2165	21.29356	21.03181	21.17542	20.5545	20.57247	20.58454	21.14339	21.26465	21.17773	21.22034	21.00984	21.26968	21.2832	20.32169	20.70405	21.06664	21.25488	21.75992	21.20102	20.98503	21.08141
P30624	20.47655	NaN	NaN	19.96056	19.88708	20.27059	20.38248	20.5483	20.37836	NaN	20.61791	NaN	19.71589	20.12225	20.37156	20.14731	20.26831	20.27526	NaN	20.16558	20.81214	19.76186	20.26774	20.00223	20.24991	20.26304	20.33745
P30656	NaN	NaN	NaN	NaN	19.31984	19.41264	19.86944	20.22105	NaN	NaN	NaN	NaN	18.9964	19.26385	19.57771	NaN	20.21667	20.03738	NaN	NaN	NaN	NaN	NaN	NaN	19.88222	19.82977	20.05999
P30665	NaN	NaN	NaN	NaN	17.30385	17.46316	NaN	NaN	NaN	NaN	NaN	NaN	17.12858	17.35947	17.12626	NaN	NaN	NaN	NaN	NaN	NaN	17.25322	17.2485	17.06255	NaN	NaN	NaN
P30822	NaN	NaN	NaN	19.97351	19.92053	20.0351	20.05616	20.09146	20.15549	NaN	NaN	NaN	19.59678	19.86315	19.68786	19.84216	20.22341	20.16398	NaN	NaN	NaN	19.6269	19.68266	19.92081	19.60733	20.31263	19.9158
P30902	NaN	NaN	NaN	19.33016	19.68999	19.37973	NaN	NaN	NaN	NaN	NaN	NaN	19.30234	19.39433	19.54836	NaN	NaN	NaN	NaN	NaN	NaN	19.38446	19.63062	NaN	NaN	NaN	NaN
P31116	24.46812	24.42905	24.35165	23.07032	23.21671	23.08604	23.23853	23.30647	23.32704	24.5948	24.54687	24.42618	23.28178	23.18206	23.08563	23.39297	23.11133	23.24178	24.06571	24.45054	24.26464	23.26313	23.19864	23.31133	23.32594	23.21347	23.18813
P31373	22.77473	22.97186	22.1545	23.18921	23.17006	23.1578	23.37265	23.57496	23.34503	22.80599	22.18789	22.34927	23.07681	23.09344	23.27355	23.36025	23.55812	23.47507	NaN	22.84929	22.98113	22.85371	23.25638	23.11739	23.29544	23.51605	23.26899
P31382	20.17536	20.90331	20.99686	19.87305	20.07653	20.0466	NaN	NaN	NaN	20.47734	19.99618	20.90624	20.04006	19.88639	20.13746	NaN	NaN	NaN	NaN	20.55197	20.73032	19.80795	20.10239	19.90896	NaN	NaN	NaN
P31383	18.36914	18.25539	18.59025	18.68223	18.28956	18.3739	NaN	NaN	NaN	NaN	19.30399	18.24372	18.57644	18.53325	18.37144	19.07874	NaN	NaN	NaN	NaN	NaN	18.97816	18.54219	18.6513	18.46428	19.16364	NaN
P31384	NaN	NaN	NaN	NaN	18.10011	18.15091	NaN	NaN	NaN	NaN	NaN	NaN	18.05065	18.11121	18.44811	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.07133	NaN	NaN	NaN	NaN
P31412	21.92296	21.76397	21.8795	21.54406	21.62275	21.77092	21.35558	21.30435	21.80306	21.85757	22.07982	22.19189	21.7485	21.55441	21.77547	21.58998	21.25839	21.74394	21.73202	21.93369	21.88163	21.77109	21.62916	21.74016	21.3819	21.38732	21.6532
P31539	22.55246	22.45746	22.90492	22.99754	22.96559	22.89293	22.86944	23.08164	22.92134	22.90152	22.97883	22.8795	22.7079	22.91596	22.78985	23.03054	23.04305	22.8742	22.29944	22.53053	22.57085	22.58841	22.77143	22.83655	22.71998	22.83881	22.67674
P31688	NaN	NaN	NaN	17.7495	17.4754	17.30412	NaN	NaN	NaN	NaN	NaN	NaN	17.3138	16.86181	16.51855	NaN	NaN	NaN	NaN	NaN	NaN	16.84046	16.85233	16.84879	NaN	NaN	NaN
P31787	NaN	NaN	NaN	22.35587	22.28844	22.28325	22.04567	22.02476	22.07496	NaN	NaN	NaN	21.93189	22.29247	22.17813	22.09317	22.2537	22.10671	NaN	NaN	NaN	22.08664	22.1384	22.15623	22.15977	22.1348	22.04213
P32074	NaN	NaN	21.72513	21.89045	22.02073	21.93391	21.74127	22.15752	22.08476	NaN	NaN	21.46921	21.87159	22.11032	21.78281	21.71398	22.34906	22.10088	NaN	20.02985	21.58724	21.82334	21.88002	21.81488	21.7604	22.21818	21.89689
P32178	NaN	NaN	NaN	18.49095	18.62432	19.00635	19.33821	19.28098	19.55658	NaN	NaN	NaN	18.54864	19.02883	19.02025	19.30196	19.17799	19.31219	NaN	NaN	NaN	18.86949	18.85511	19.02321	18.97595	19.51924	18.97589
P32179	NaN	NaN	18.5954	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.80861	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.98821	18.94146	NaN	NaN	NaN	NaN	NaN	NaN
P32191	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	14.06676	NaN	NaN	NaN
P32263	21.99227	21.63998	21.80597	21.21276	21.49678	21.49872	21.8926	22.06303	22.12518	21.60254	21.8867	22.03658	21.6293	21.89493	21.58998	21.77571	21.9713	21.99542	21.59318	21.78628	21.55347	21.60711	21.63688	21.78337	22.00175	21.96677	21.75181
P32264	NaN	NaN	NaN	18.79687	18.64361	18.58075	18.42386	NaN	18.48459	NaN	NaN	NaN	18.60332	18.46016	18.37008	18.13856	NaN	18.26531	NaN	NaN	NaN	18.11538	18.19835	18.48412	NaN	18.47342	NaN
P32288	23.35057	23.20719	23.10167	22.16509	22.293	22.39202	22.33859	22.30778	22.60146	23.52612	23.39598	23.23332	22.42532	22.41398	22.55396	22.1877	22.34757	22.61883	NaN	23.14718	23.24916	22.41486	22.59015	22.50407	22.33508	22.23538	22.51535
P32319;P53751;P40890;P40438	NaN	NaN	NaN	17.3146	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P32324	27.9571	28.01446	28.15625	27.60541	27.76002	27.6018	27.69691	27.81384	27.78044	28.29667	28.2539	28.06994	27.68191	27.70517	27.69279	27.79148	27.86029	27.75187	27.44055	28.09869	28.21729	27.65697	27.63637	27.60194	27.73879	27.67432	27.64506
P32327	21.92114	21.77407	21.39399	23.02173	22.99986	22.82786	23.02869	23.16383	22.93783	21.5064	22.33783	22.44708	22.73246	22.82681	22.81943	22.9174	23.10529	22.97848	21.71775	21.95553	22.02732	22.68626	22.7542	22.72105	22.93901	23.03869	22.9363
P32331	NaN	NaN	NaN	17.01759	17.58138	17.10052	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P32332	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.71143	NaN	NaN	NaN
P32337	NaN	NaN	NaN	18.86747	NaN	19.11085	18.98162	19.25084	19.46784	19.33366	NaN	NaN	18.92335	19.17959	NaN	19.12167	NaN	19.37205	NaN	NaN	NaN	19.11721	19.28299	19.23932	19.04695	NaN	19.35967
P32349	NaN	NaN	NaN	NaN	16.60061	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.06752	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.29458	16.32191	NaN	NaN	NaN
P32352	NaN	NaN	NaN	19.24342	19.09864	19.24328	NaN	NaN	NaN	NaN	NaN	NaN	18.87072	18.80515	19.03749	NaN	NaN	NaN	NaN	NaN	NaN	18.73552	19.08895	18.70087	NaN	NaN	NaN
P32353	NaN	NaN	NaN	18.53731	NaN	18.50323	NaN	NaN	NaN	NaN	NaN	NaN	18.74172	18.5278	18.75779	NaN	NaN	NaN	NaN	NaN	NaN	NaN	18.6861	18.5265	NaN	NaN	NaN
P32356;P35172	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	16.45687	NaN	NaN	NaN
P32364	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	13.91017	NaN	NaN	NaN
P32366	20.08382	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN	NaN
P32368	NaN	NaN	NaN	20.31904	20.18314	20.2573	20.27753	20.52984	20.33702	NaN	NaN	NaN	20.20514	20.15684	20.07025	20.38343	20.71482	20.61252	NaN	NaN	NaN	20.1342	20.09982	20.12881	20.34245	20.80089	20.66605
P32377	NaN	NaN	NaN	20.25707	19.90086	20.11959	20.42737	19.99686	20.72667	NaN	NaN	NaN	19.71952	19.85244	19.76178	20.55936	19.91665	20.85224	NaN	NaN	NaN	19.75561	19.87578	19.77647	20.52152	20.95269	19.92865
P32379	NaN	20.74903	20.91656	20.30652	20.65962	20.76531	20.6443	21.32394	21.2376	NaN	20.7774	20.77692	20.37507	20.78469	20.67702	20.97778	21.57173	20.98933	NaN	20.55796	20.9276	20.59323	20.64825	20.70041	21.11242	21.34581	21.26631
P32380	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.3538	21.5476	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.37311	21.2359	NaN	NaN	NaN	NaN	NaN	NaN	NaN	21.35402	21.30602
